sgf,sample_source,side,player,fox_rank,actual_rank_text,actual_rank_value,actual_group,model_rank_value,model_group,metric_rank_reassigned,metric_reassignment_method,metric_adjusted_rank_value,metric_adjusted_group,metric_nearest_rank_value,metric_nearest_group,metric_cluster_id,metric_cluster_k,metric_cluster_collection_class,metric_cluster_rank_median,metric_cluster_group,metric_cluster_distance,metric_cluster_second_distance,metric_cluster_margin,metric_cluster_radius_p90,metric_cluster_distance_ratio,metric_cluster_reassigned,twelve_d_style_rule_hit,twelve_d_style_rule_reassigned,metric_original_rank_distance,metric_nearest_rank_distance,metric_reassignment_margin,metric_reassignment_reason,strength,estimated_rank_value,estimated_group,numeric_error,samples,max_visits,quality_score,first_choice_rate,top3_rate,top5_rate,outside_top5_rate,average_ai_rank,excellent_rate,great_rate,good_move_rate,inaccuracy_rate,match_rate,mistake_rate,average_difficulty,weighted_point_loss,average_score_loss,average_score_equivalent_loss,median_score_loss,p75_score_equivalent_loss,p90_score_equivalent_loss,p95_score_equivalent_loss,max_score_equivalent_loss,loss_stddev,average_winrate_loss,bad_move_rate,blunder_rate,opening_samples,middlegame_samples,endgame_samples,opening_weighted_loss,middlegame_weighted_loss,endgame_weighted_loss,opening_good_move_rate,middlegame_good_move_rate,endgame_good_move_rate,robust_metric_distance,statistical_outlier,nearest_metric_group,actual_metric_distance,nearest_metric_distance,rank_mismatch_candidate,residual_core_four_outlier,residual_core_four_metric,residual_core_four_direction,residual_core_four_robust_z,residual_core_four_abs_robust_z,residual_core_four_value,residual_core_four_class_median
2024-07-12_104920_ab1280_vs_无锋7_1720752560030002770.sgf,fox_dan,B,ab1280,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,4,mid_dan,2,12,3d-fox,3.0,low_dan,2.888,2.923,0.035,7.433,0.389,False,False,False,0.604,0.597,0.007,,3-4d,3.5,low_dan,0.5,90,48,70.381,0.3667,0.4556,0.5556,0.4444,5.311,0.4333,0.1,0.6556,0.2333,0.5489,0.1111,43.2,3.398,2.129,2.129,0.434,2.184,4.575,10.06,38.145,5.01,4.602,0.3444,0.0556,30,50,10,1.788,3.952,2.067,0.7333,0.6,0.7,0.649,False,low_dan,0.632,0.632,False,False,,,,,,
2024-07-12_104920_ab1280_vs_无锋7_1720752560030002770.sgf,fox_dan,W,无锋7,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,4,mid_dan,3,12,4d-fox,4.0,mid_dan,1.97,2.078,0.109,7.196,0.274,False,False,False,0.381,0.355,0.026,,1-2d,1.5,low_dan,-1.5,90,48,66.632,0.3,0.5222,0.6222,0.3778,4.844,0.4111,0.1222,0.6,0.2444,0.4894,0.1556,44.8,3.585,2.157,2.157,0.567,2.593,5.036,8.668,28.882,4.355,4.17,0.4,0.0333,30,50,10,1.574,4.192,2.392,0.7667,0.48,0.7,0.524,False,mid_dan,0.476,0.441,False,False,,,,,,
2024-07-13_073344_V316535635_vs_无锋7_1720827224030054087.sgf,fox_dan,B,V316535635,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,4.014,4.064,0.05,7.439,0.54,False,False,False,0.874,0.795,0.079,,1-2k,-1.5,kyu_level,-4.5,90,48,58.306,0.2111,0.3111,0.3444,0.6556,6.967,0.3222,0.1333,0.6444,0.2222,0.4717,0.1333,31.8,3.845,2.004,2.004,0.785,2.231,4.611,9.382,23.913,3.659,1.985,0.3556,0.0556,30,50,10,1.79,3.448,10.043,0.7667,0.58,0.6,0.972,False,low_dan,0.801,0.801,False,False,,,,,,
2024-07-13_073344_V316535635_vs_无锋7_1720827224030054087.sgf,fox_dan,W,无锋7,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,3.652,3.659,0.007,7.966,0.458,False,False,False,0.778,0.767,0.011,,1-2k,-1.5,kyu_level,-4.5,90,48,54.962,0.2444,0.3222,0.4333,0.5667,6.4,0.3889,0.1111,0.6556,0.2111,0.4917,0.1333,22.1,4.194,1.947,1.947,0.569,1.631,4.542,8.55,33.932,4.382,1.539,0.3444,0.0444,30,50,10,1.566,3.75,9.357,0.8,0.58,0.6,0.89,False,low_dan,0.763,0.763,False,False,,,,,,
2024-07-15_140218_大杨哥围棋_vs_吾名一式_1721023338030011913.sgf,fox_dan,B,大杨哥围棋,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,2.322,2.444,0.122,7.439,0.312,False,False,False,0.803,0.497,0.306,,1-2k,-1.5,kyu_level,-6.5,90,48,56.182,0.2111,0.4,0.5444,0.4556,5.511,0.3333,0.0667,0.5111,0.3333,0.4094,0.1556,40.9,3.16,1.92,1.92,1.148,2.781,4.779,6.898,10.259,2.436,0.398,0.4889,0.0222,30,50,10,2.641,2.768,5.281,0.7,0.44,0.3,1.018,False,low_dan,0.771,0.524,False,False,,,,,,
2024-07-15_140218_大杨哥围棋_vs_吾名一式_1721023338030011913.sgf,fox_dan,W,吾名一式,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,7,high_dan,6,12,7d-fox,7.0,high_dan,2.683,2.892,0.209,2.791,0.961,False,False,False,0.658,0.417,0.241,,3-4d,3.5,low_dan,-1.5,90,48,73.938,0.5667,0.6556,0.7111,0.2889,3.533,0.6556,0.0333,0.7333,0.1667,0.675,0.1,37.7,2.248,1.157,1.157,0.0,1.326,3.722,6.862,9.675,2.247,0.05,0.2667,0.0,30,50,10,0.612,2.269,3.359,0.9333,0.66,0.5,0.985,False,high_dan,0.699,0.414,False,False,,,,,,
2024-07-16_133818_求道者2_vs_whr579_1721108298030054900.sgf,fox_dan,W,whr579,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,8,high_dan,6,12,7d-fox,7.0,high_dan,0.856,1.533,0.677,2.791,0.307,False,False,False,0.641,0.193,0.448,,5-6d,5.5,mid_dan,0.5,52,48,77.972,0.4423,0.6538,0.75,0.25,3.596,0.5385,0.0962,0.7692,0.1731,0.6394,0.0577,32.9,1.564,0.817,0.817,0.05,1.075,2.802,3.934,5.634,1.323,0.37,0.2308,0.0,30,22,0,1.512,1.595,1.564,0.9,0.5909,0.7692,0.953,False,high_dan,0.696,0.183,False,False,,,,,,
2024-07-16_143404_林仲名2015_vs_吾名一式_1721111644030033446.sgf,fox_dan,B,林仲名2015,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,8,high_dan,6,12,7d-fox,7.0,high_dan,1.604,1.614,0.01,2.791,0.575,False,False,False,0.736,0.295,0.441,,7d,7.0,high_dan,2.0,90,48,82.393,0.5222,0.7111,0.7556,0.2444,3.533,0.6333,0.0889,0.7889,0.1778,0.6867,0.0333,43.5,1.229,0.724,0.724,0.0,0.664,2.104,3.214,13.687,1.72,0.383,0.2111,0.0111,30,50,10,0.426,1.262,1.685,0.9333,0.76,0.5,1.214,False,high_dan,0.789,0.321,False,False,,,,,,
2024-07-16_143404_林仲名2015_vs_吾名一式_1721111644030033446.sgf,fox_dan,W,吾名一式,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,9,high_dan,7,12,8d-fox,8.0,high_dan,1.696,1.811,0.114,3.127,0.543,False,False,False,0.982,0.359,0.623,,9d,9.0,high_dan,4.0,90,48,86.454,0.5667,0.7333,0.8556,0.1444,2.744,0.6667,0.1,0.8111,0.1778,0.7189,0.0111,47.2,0.856,0.508,0.508,0.0,0.526,2.099,2.314,4.04,0.9,0.15,0.1889,0.0,30,50,10,0.112,0.746,1.64,1.0,0.78,0.4,1.592,False,professional,1.037,0.367,False,False,,,,,,
2024-07-16_173307_ボンクラ_vs_吾名一式_1721122973010001658.sgf,fox_dan,W,吾名一式,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,3.855,3.888,0.033,7.966,0.484,False,False,False,0.996,0.677,0.319,,1-2k,-1.5,kyu_level,-6.5,52,48,59.466,0.2115,0.4808,0.5769,0.4231,5.308,0.3077,0.1731,0.5962,0.25,0.4481,0.1538,38.4,4.283,2.349,2.349,0.716,2.492,7.391,11.088,22.073,4.233,0.311,0.4038,0.0769,30,22,0,1.5,5.934,4.283,0.7333,0.4091,0.5962,1.092,False,low_dan,0.956,0.681,False,False,,,,,,
2024-07-16_231252_whr579_vs_1342244_1721142772030012382.sgf,fox_dan,B,whr579,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,1.727,1.836,0.109,5.608,0.308,False,False,False,0.372,0.372,0.0,,3-4d,3.5,low_dan,-1.5,90,48,73.993,0.3778,0.6222,0.7,0.3,4.178,0.4444,0.0778,0.6556,0.2333,0.5539,0.1111,47.1,2.195,1.438,1.438,0.509,2.126,4.079,6.4,9.828,2.132,5.792,0.3444,0.0,30,50,10,1.815,2.438,1.654,0.8,0.54,0.8,0.463,False,mid_dan,0.399,0.399,False,False,,,,,,
2024-07-16_231252_whr579_vs_1342244_1721142772030012382.sgf,fox_dan,W,1342244,6段,6段,6,mid_dan,6,mid_dan,False,,6,mid_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,1.589,1.618,0.028,5.608,0.283,False,False,False,0.407,0.315,0.092,,3-4d,3.5,low_dan,-2.5,90,48,70.046,0.4333,0.6333,0.7,0.3,4.133,0.4667,0.1,0.6444,0.2333,0.5728,0.1222,42.9,2.961,1.765,1.765,0.38,2.542,5.57,8.532,17.693,3.109,6.005,0.3556,0.0333,30,50,10,1.975,2.929,3.992,0.7333,0.64,0.4,0.463,False,mid_dan,0.31,0.31,False,False,,,,,,
2024-07-16_234347_1342244_vs_whr579_1721144627030012031.sgf,fox_dan,B,1342244,6段,6段,6,mid_dan,6,mid_dan,False,,6,mid_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,2.377,2.535,0.158,5.608,0.424,False,False,False,0.579,0.539,0.04,,3-4d,3.5,low_dan,-2.5,68,48,74.028,0.3235,0.5735,0.6471,0.3529,4.588,0.4265,0.0735,0.6618,0.2941,0.539,0.0441,44.4,1.548,1.083,1.083,0.655,1.654,3.12,3.558,6.005,1.386,5.692,0.3382,0.0,30,38,0,1.143,1.721,1.548,0.8333,0.5263,0.6618,0.669,False,mid_dan,0.572,0.572,False,False,,,,,,
2024-07-16_234347_1342244_vs_whr579_1721144627030012031.sgf,fox_dan,W,whr579,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,1.518,1.768,0.25,5.608,0.271,False,False,False,0.288,0.288,0.0,,3-4d,3.5,low_dan,-1.5,68,48,71.758,0.3676,0.5588,0.6324,0.3676,4.706,0.4706,0.0441,0.6029,0.2941,0.5265,0.1029,47.7,2.371,1.519,1.519,0.48,1.921,4.002,6.086,11.006,2.296,7.048,0.3971,0.0147,30,38,0,1.979,2.55,2.371,0.8,0.4474,0.6029,0.425,False,mid_dan,0.305,0.305,False,False,,,,,,
2024-07-18_163045_吾名一式_vs_lungta_1721291445030041239.sgf,fox_dan,B,吾名一式,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,4,mid_dan,3,12,4d-fox,4.0,mid_dan,2.741,2.85,0.108,7.196,0.381,False,False,False,0.481,0.473,0.008,,5-6d,5.5,mid_dan,0.5,57,48,78.333,0.3158,0.4386,0.5614,0.4386,5.351,0.3684,0.1579,0.6667,0.2105,0.5298,0.1228,51.0,2.83,1.78,1.78,0.467,2.18,5.428,7.57,18.948,3.202,3.914,0.3333,0.0175,30,27,0,1.339,3.362,2.83,0.9,0.4074,0.6667,0.746,False,mid_dan,0.459,0.459,False,False,,,,,,
2024-07-18_163045_吾名一式_vs_lungta_1721291445030041239.sgf,fox_dan,W,lungta,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,8,high_dan,6,12,7d-fox,7.0,high_dan,1.199,1.906,0.707,2.791,0.429,False,False,False,0.613,0.225,0.388,,3-4d,3.5,low_dan,-1.5,57,48,72.062,0.4912,0.7193,0.7719,0.2281,3.456,0.5263,0.0702,0.7368,0.193,0.6456,0.0702,33.9,1.734,0.963,0.963,0.0,1.305,2.508,4.467,8.777,1.657,3.321,0.2632,0.0,30,27,0,1.312,1.871,1.734,0.8667,0.5926,0.7368,0.916,False,high_dan,0.668,0.168,False,False,,,,,,
2024-07-18_163834_lungta_vs_吾名一式_1721291914030041672.sgf,fox_dan,B,lungta,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,4,mid_dan,3,12,4d-fox,4.0,mid_dan,2.041,2.049,0.007,7.196,0.284,False,False,False,0.508,0.403,0.105,,3-4d,3.5,low_dan,-1.5,82,48,72.178,0.3293,0.622,0.7195,0.2805,4.098,0.439,0.0854,0.6463,0.1829,0.522,0.1707,48.7,3.677,2.146,2.146,0.493,2.952,5.789,9.803,25.334,3.918,6.997,0.3537,0.0488,30,50,2,1.519,4.325,2.319,0.8,0.56,0.5,0.542,False,mid_dan,0.468,0.468,False,False,,,,,,
2024-07-18_163834_lungta_vs_吾名一式_1721291914030041672.sgf,fox_dan,W,吾名一式,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,3.295,3.409,0.114,7.966,0.414,False,False,False,1.016,0.736,0.28,,1-2d,1.5,low_dan,-3.5,82,48,68.277,0.3537,0.561,0.5732,0.4268,5.012,0.4634,0.061,0.5976,0.1951,0.5073,0.2073,51.3,4.915,3.004,3.004,0.402,3.294,8.087,11.295,35.098,6.223,8.206,0.4024,0.061,30,50,2,2.209,5.588,5.436,0.7667,0.52,0.0,1.269,False,low_dan,0.97,0.751,False,False,,,,,,
2024-07-18_164612_寒风明月13_vs_吾名一式_1721292372030012598.sgf,fox_dan,B,寒风明月13,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,0.882,1.144,0.262,5.608,0.157,False,False,False,0.19,0.19,0.0,,3-4d,3.5,low_dan,-1.5,76,48,69.898,0.3816,0.5526,0.6711,0.3289,4.461,0.4868,0.0658,0.6316,0.25,0.5441,0.1184,41.3,3.018,1.683,1.683,0.252,2.183,6.152,8.124,13.117,2.863,1.404,0.3684,0.0263,30,46,0,1.217,3.406,3.018,0.8,0.5217,0.6316,0.258,False,mid_dan,0.206,0.206,False,False,,,,,,
2024-07-18_164612_寒风明月13_vs_吾名一式_1721292372030012598.sgf,fox_dan,W,吾名一式,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,1.945,2.045,0.1,7.966,0.244,False,False,False,0.691,0.41,0.281,,1-2k,-1.5,kyu_level,-6.5,75,48,59.145,0.28,0.48,0.5467,0.4533,5.347,0.3867,0.0933,0.6133,0.2133,0.4847,0.1733,38.1,3.594,2.105,2.105,0.699,2.282,5.215,10.171,17.09,3.49,1.996,0.3867,0.0667,30,45,0,1.366,4.253,3.594,0.7333,0.5333,0.6133,0.652,False,low_dan,0.651,0.382,False,False,,,,,,
2024-07-18_171542_亦高设计_vs_娇心_1721294142030042457.sgf,fox_dan,B,亦高设计,6段,6段,6,mid_dan,6,mid_dan,False,,6,mid_dan,4,mid_dan,3,12,4d-fox,4.0,mid_dan,2.41,2.443,0.033,7.196,0.335,False,False,False,0.725,0.532,0.193,,3-4d,3.5,low_dan,-2.5,90,48,68.688,0.3111,0.5222,0.5556,0.4444,5.244,0.4333,0.0556,0.6,0.2889,0.4989,0.1111,45.6,2.395,1.611,1.611,0.612,2.658,4.369,5.641,14.945,2.355,5.37,0.4,0.0111,30,50,10,2.429,2.307,2.615,0.5333,0.7,0.3,0.829,False,mid_dan,0.555,0.555,False,False,,,,,,
2024-07-18_171542_亦高设计_vs_娇心_1721294142030042457.sgf,fox_dan,W,娇心,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,3,low_dan,3,12,4d-fox,4.0,mid_dan,1.883,1.904,0.021,7.196,0.262,False,False,False,0.412,0.412,0.0,,1-2k,-1.5,kyu_level,-4.5,90,48,58.233,0.3333,0.5111,0.5778,0.4222,5.2,0.4111,0.0556,0.5778,0.2667,0.4944,0.1556,37.8,2.635,1.673,1.673,0.726,2.521,5.257,5.906,14.987,2.383,6.618,0.4222,0.0111,30,50,10,2.664,2.509,3.188,0.6333,0.58,0.4,0.482,False,mid_dan,0.547,0.466,False,False,,,,,,
2024-07-18_212319_娇心_vs_ボンクラ_1721308999030041402.sgf,fox_dan,B,娇心,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,8.502,8.528,0.026,7.439,1.143,False,False,False,2.03,1.804,0.226,,3-5k,-4.0,kyu_level,-7.0,85,48,50.585,0.2471,0.4706,0.5765,0.4235,5.388,0.3529,0.0118,0.4824,0.1059,0.3871,0.4118,56.0,6.54,4.267,4.267,1.242,6.866,10.496,13.563,44.625,6.367,12.108,0.5176,0.1176,30,50,5,1.464,6.369,16.341,0.8,0.34,0.0,1.651,False,low_dan,1.852,1.852,False,False,,,,,,
2024-07-22_094522_娇心_vs_橄榄熊_1721612722030022902.sgf,fox_dan,B,娇心,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,1.845,1.991,0.146,7.439,0.248,False,False,False,0.522,0.357,0.164,,1-2k,-1.5,kyu_level,-4.5,78,48,52.43,0.2051,0.4231,0.5,0.5,5.769,0.3462,0.1026,0.5128,0.2949,0.4038,0.1923,40.2,3.468,2.294,2.294,1.107,3.206,5.666,8.993,17.288,3.222,5.518,0.4872,0.0256,30,48,0,3.042,3.575,3.468,0.6333,0.4375,0.5128,0.477,False,low_dan,0.42,0.42,False,False,,,,,,
2024-07-23_225206_吾名一式_vs_宜紫竹_1721746326030012783.sgf,fox_dan,B,吾名一式,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,3,low_dan,2,12,3d-fox,3.0,low_dan,2.032,2.116,0.084,7.433,0.273,False,False,False,0.595,0.467,0.128,,1-2d,1.5,low_dan,-3.5,83,48,66.225,0.3614,0.5301,0.6145,0.3855,4.928,0.4578,0.0723,0.6265,0.2169,0.5289,0.1566,41.4,4.023,2.279,2.279,0.347,2.458,5.222,8.076,24.861,4.799,6.387,0.3735,0.0482,30,50,3,3.188,4.445,2.997,0.7,0.6,0.3333,0.691,False,low_dan,0.556,0.511,False,False,,,,,,
2024-07-23_225206_吾名一式_vs_宜紫竹_1721746326030012783.sgf,fox_dan,W,宜紫竹,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,1,low_dan,1,12,2d-fox,2.0,low_dan,2.068,2.086,0.018,7.966,0.26,False,False,False,0.862,0.447,0.415,,1-2k,-1.5,kyu_level,-6.5,83,48,72.404,0.253,0.4458,0.5663,0.4337,5.337,0.3735,0.0723,0.5181,0.3253,0.4313,0.1566,60.7,3.351,2.306,2.306,1.079,1.962,4.656,11.259,22.937,4.339,6.534,0.4819,0.0602,30,50,3,1.972,3.865,1.068,0.7333,0.38,0.6667,0.945,False,low_dan,0.817,0.449,False,False,,,,,,
2024-07-25_144143_大宝dyh_vs_whr579_1721891763010001408.sgf,fox_dan,B,大宝dyh,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,7,high_dan,6,12,7d-fox,7.0,high_dan,1.954,2.197,0.243,2.791,0.7,False,False,False,0.829,0.383,0.445,,3-4d,3.5,low_dan,0.5,53,48,72.254,0.3962,0.6415,0.717,0.283,3.981,0.5094,0.1132,0.717,0.2264,0.5953,0.0566,30.0,2.138,1.076,1.076,0.178,1.361,3.298,4.769,7.049,1.768,2.995,0.283,0.0,30,23,0,2.216,2.063,2.138,0.7333,0.6957,0.717,1.142,False,high_dan,1.063,0.398,False,False,,,,,,
2024-07-25_144143_大宝dyh_vs_whr579_1721891763010001408.sgf,fox_dan,W,whr579,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,7,high_dan,5,12,6d-fox,6.0,mid_dan,2.76,2.779,0.019,6.078,0.454,False,False,False,0.579,0.477,0.102,,3-4d,3.5,low_dan,-1.5,52,48,77.645,0.4038,0.6731,0.7308,0.2692,3.885,0.4615,0.0962,0.6154,0.3462,0.5548,0.0385,47.0,1.767,1.054,1.054,0.238,1.857,2.63,3.423,6.668,1.422,1.322,0.3846,0.0,30,22,0,1.136,2.051,1.767,0.8333,0.3182,0.6154,0.846,False,high_dan,0.626,0.532,False,False,,,,,,
2024-07-25_151639_大宝dyh_vs_whr579_1721895697010001062.sgf,fox_dan,B,大宝dyh,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,6,mid_dan,4,12,5d-fox,5.0,mid_dan,1.587,1.631,0.044,5.608,0.283,False,False,False,0.603,0.359,0.243,,3-4d,3.5,low_dan,0.5,90,48,71.612,0.4667,0.6444,0.7,0.3,3.844,0.5333,0.0667,0.6444,0.2111,0.5856,0.1444,43.9,2.723,1.582,1.582,0.06,1.901,5.134,7.73,16.774,2.9,2.328,0.3556,0.0333,30,50,10,1.112,3.136,2.222,0.7,0.64,0.5,0.933,False,mid_dan,0.807,0.396,False,False,,,,,,
2024-07-25_151639_大宝dyh_vs_whr579_1721895697010001062.sgf,fox_dan,W,whr579,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,6,mid_dan,5,12,6d-fox,6.0,mid_dan,1.699,2.392,0.693,6.078,0.279,False,False,False,0.526,0.363,0.163,,5-6d,5.5,mid_dan,0.5,90,48,76.91,0.5222,0.6556,0.7333,0.2667,3.544,0.5667,0.0889,0.7444,0.1556,0.66,0.1,45.3,2.492,1.419,1.419,0.0,1.374,3.434,7.33,18.076,3.166,2.238,0.2556,0.0333,30,50,10,0.945,2.996,1.16,0.9,0.66,0.7,0.815,False,high_dan,0.557,0.506,False,False,,,,,,
2024-07-26_135112_whr579_vs_fcghfh_1721973072030032572.sgf,fox_dan,B,whr579,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,1.192,1.25,0.058,5.608,0.213,False,False,False,0.231,0.231,0.0,,5-6d,5.5,mid_dan,0.5,90,48,75.928,0.3444,0.6222,0.7222,0.2778,3.956,0.4444,0.1,0.6667,0.2333,0.545,0.1,46.4,2.437,1.498,1.498,0.361,1.785,3.832,7.605,12.99,2.547,0.705,0.3333,0.0222,30,50,10,2.068,2.66,2.17,0.7667,0.64,0.5,0.45,False,mid_dan,0.267,0.267,False,False,,,,,,
2024-07-26_135112_whr579_vs_fcghfh_1721973072030032572.sgf,fox_dan,W,fcghfh,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,6,mid_dan,5,12,6d-fox,6.0,mid_dan,1.935,2.411,0.476,6.078,0.318,False,False,False,0.516,0.395,0.121,,5-6d,5.5,mid_dan,0.5,90,48,77.894,0.4667,0.7444,0.8,0.2,3.144,0.6,0.0667,0.7222,0.1556,0.6228,0.1222,50.8,2.209,1.311,1.311,0.0,1.624,4.511,6.073,12.672,2.601,0.537,0.2778,0.0333,30,50,10,2.05,2.135,2.74,0.8333,0.66,0.7,0.883,False,high_dan,0.555,0.519,False,False,,,,,,
2024-07-28_202107_娇心_vs_思文围棋_1722169818010001550.sgf,fox_dan,B,娇心,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,10,professional,7,12,8d-fox,8.0,high_dan,4.993,5.088,0.095,3.127,1.597,False,False,False,1.285,0.807,0.478,,5-6d,5.5,mid_dan,2.5,54,48,79.454,0.3519,0.463,0.5556,0.4444,5.407,0.4074,0.2407,0.8889,0.0741,0.6546,0.037,28.5,1.21,0.659,0.659,0.331,0.836,1.244,2.197,6.224,1.126,1.985,0.1111,0.0,30,24,0,0.62,1.482,1.21,1.0,0.75,0.8889,1.806,False,professional,1.477,0.807,False,False,,,,,,
2024-07-28_202107_娇心_vs_思文围棋_1722169818010001550.sgf,fox_dan,W,思文围棋,6段,6段,6,mid_dan,12.0,ai,True,twelve_d_style_rule,12.0,ai,12,ai,11,12,12d-katago-rating,12.0,ai,1.989,2.161,0.172,1.847,1.077,False,True,True,1.329,0.341,0.988,满足申真谞40% 12d表现线：吻合度>=0.7887、Top5>=0.9115、平均AI排名<=2.1842、折算平均目损<=0.4154、P90目损<=1.1192、失误率<=0.0190,11d-top-professional,11.0,top_professional,5.0,54,48,78.214,0.6296,0.9259,1.0,0.0,1.574,0.8148,0.1481,1.0,0.0,0.8333,0.0,20.8,0.101,0.087,0.087,0.0,0.064,0.279,0.442,0.838,0.178,0.322,0.0,0.0,30,24,0,0.13,0.087,0.101,1.0,1.0,1.0,2.529,False,ai,1.549,0.341,False,False,,,,,,
2024-08-01_223750_G531490976_vs_大将风范1_1722523070030052187.sgf,fox_dan,B,G531490976,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,7.892,7.933,0.041,7.966,0.991,False,False,False,1.868,1.868,0.0,,3-4d,3.5,low_dan,1.5,90,48,69.96,0.4444,0.6778,0.7444,0.2556,3.744,0.5111,0.0667,0.6111,0.2222,0.5583,0.1667,48.3,5.518,3.244,3.244,0.05,2.239,6.82,16.588,55.109,8.656,3.921,0.3889,0.0778,30,50,10,1.258,2.87,19.208,0.7333,0.58,0.4,1.694,False,low_dan,1.878,1.878,False,False,,,,,,
2024-08-01_223750_G531490976_vs_大将风范1_1722523070030052187.sgf,fox_dan,W,大将风范1,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,9.52,9.55,0.029,7.439,1.28,False,False,False,2.248,2.235,0.013,,3-5k,-4.0,kyu_level,-6.0,90,48,49.753,0.2444,0.4333,0.5,0.5,5.756,0.3111,0.1,0.4889,0.2222,0.4011,0.2889,47.7,7.559,4.662,4.662,1.404,4.798,10.137,19.243,67.082,9.773,4.477,0.5111,0.1222,30,50,10,2.06,5.482,20.419,0.8,0.36,0.2,1.929,False,low_dan,2.289,2.289,False,False,,,,,,
2024-08-03_120523_万万55_vs_G531490976_1722657923030042647.sgf,fox_dan,B,万万55,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,3.987,4.008,0.021,7.966,0.5,False,False,False,0.874,0.874,0.0,,1-2k,-1.5,kyu_level,-3.5,90,48,58.563,0.3889,0.5778,0.6111,0.3889,4.744,0.4778,0.0444,0.6,0.1222,0.5172,0.2778,44.7,4.415,2.691,2.691,0.421,4.537,8.092,10.935,23.31,4.111,5.054,0.4,0.0667,30,50,10,5.061,3.22,8.344,0.6667,0.6,0.4,0.94,False,low_dan,0.887,0.887,False,False,,,,,,
2024-08-03_120523_万万55_vs_G531490976_1722657923030042647.sgf,fox_dan,W,G531490976,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,2.148,2.165,0.017,7.439,0.289,False,False,False,0.449,0.438,0.012,,1-2k,-1.5,kyu_level,-3.5,90,48,53.08,0.3,0.5667,0.6889,0.3111,4.356,0.3889,0.0444,0.5444,0.2333,0.4578,0.2222,39.8,4.054,2.443,2.443,1.02,3.1,6.674,9.096,24.875,3.879,5.534,0.4556,0.0444,30,50,10,3.914,4.321,3.137,0.6,0.54,0.4,0.617,False,low_dan,0.461,0.461,False,False,,,,,,
